K,Dimension,Number of Points,Time,Distribution
2,3,50,1.74965e-05,Uniform
3,3,50,2.89692e-05,Uniform
4,3,50,3.14309e-05,Uniform
5,3,50,3.11824e-05,Uniform
6,3,50,3.365e-05,Uniform
7,3,50,4.03495e-05,Uniform
8,3,50,4.39742e-05,Uniform
9,3,50,5.11331e-05,Uniform
10,3,50,5.12023e-05,Uniform
11,3,50,5.09756e-05,Uniform
1,3,100,6.4543e-06,Uniform
2,3,100,6.4521e-06,Uniform
3,3,100,1.8544e-05,Uniform
4,3,100,2.42162e-05,Uniform
5,3,100,2.41906e-05,Uniform
6,3,100,3.23551e-05,Uniform
7,3,100,3.2095e-05,Uniform
8,3,100,3.55768e-05,Uniform
9,3,100,3.91243e-05,Uniform
10,3,100,4.38238e-05,Uniform
11,3,100,4.32418e-05,Uniform
1,3,200,1.06685e-05,Uniform
2,3,200,1.06726e-05,Uniform
3,3,200,1.06586e-05,Uniform
4,3,200,1.54494e-05,Uniform
5,3,200,3.08442e-05,Uniform
6,3,200,3.65188e-05,Uniform
7,3,200,5.01093e-05,Uniform
8,3,200,5.00674e-05,Uniform
9,3,200,5.01485e-05,Uniform
10,3,200,8.47627e-05,Uniform
11,3,200,7.69806e-05,Uniform
1,3,400,2.19696e-05,Uniform
2,3,400,1.35891e-05,Uniform
3,3,400,9.229e-06,Uniform
4,3,400,9.1593e-06,Uniform
5,3,400,1.42964e-05,Uniform
6,3,400,2.04673e-05,Uniform
7,3,400,2.04029e-05,Uniform
8,3,400,2.00812e-05,Uniform
9,3,400,2.02675e-05,Uniform
10,3,400,3.68009e-05,Uniform
11,3,400,6.21099e-05,Uniform
1,3,800,2.09741e-05,Uniform
2,3,800,2.53794e-05,Uniform
3,3,800,1.73179e-05,Uniform
4,3,800,1.85115e-05,Uniform
5,3,800,1.4776e-05,Uniform
6,3,800,2.27333e-05,Uniform
7,3,800,2.09287e-05,Uniform
8,3,800,1.45811e-05,Uniform
9,3,800,1.47507e-05,Uniform
10,3,800,1.44535e-05,Uniform
11,3,800,1.4484e-05,Uniform
1,3,1600,2.88357e-05,Uniform
2,3,1600,2.6859e-05,Uniform
3,3,1600,2.57428e-05,Uniform
4,3,1600,3.15867e-05,Uniform
5,3,1600,3.41114e-05,Uniform
6,3,1600,3.82146e-05,Uniform
7,3,1600,2.33942e-05,Uniform
8,3,1600,2.33513e-05,Uniform
9,3,1600,2.33285e-05,Uniform
10,3,1600,2.33267e-05,Uniform
11,3,1600,2.33e-05,Uniform
1,3,3200,3.99957e-05,Uniform
2,3,3200,3.98488e-05,Uniform
3,3,3200,3.98543e-05,Uniform
4,3,3200,5.11757e-05,Uniform
5,3,3200,4.9905e-05,Uniform
6,3,3200,4.01102e-05,Uniform
7,3,3200,4.24051e-05,Uniform
8,3,3200,4.22031e-05,Uniform
9,3,3200,4.0769e-05,Uniform
10,3,3200,4.58231e-05,Uniform
11,3,3200,4.08365e-05,Uniform
1,3,6400,6.92779e-05,Uniform
2,3,6400,6.90141e-05,Uniform
3,3,6400,6.9111e-05,Uniform
4,3,6400,6.89871e-05,Uniform
5,3,6400,6.8894e-05,Uniform
6,3,6400,6.90315e-05,Uniform
7,3,6400,6.87922e-05,Uniform
8,3,6400,6.91158e-05,Uniform
9,3,6400,6.96305e-05,Uniform
10,3,6400,6.90416e-05,Uniform
11,3,6400,6.90846e-05,Uniform
1,3,12800,0.000130171,Uniform
2,3,12800,0.000130162,Uniform
3,3,12800,0.000130222,Uniform
4,3,12800,0.000130333,Uniform
5,3,12800,0.000130154,Uniform
6,3,12800,0.000130318,Uniform
7,3,12800,0.000130331,Uniform
8,3,12800,0.000130025,Uniform
9,3,12800,0.000130244,Uniform
10,3,12800,0.000129942,Uniform
11,3,12800,0.000129976,Uniform
1,3,25600,0.000242759,Uniform
2,3,25600,0.000242968,Uniform
3,3,25600,0.000242962,Uniform
4,3,25600,0.000242878,Uniform
5,3,25600,0.000245145,Uniform
6,3,25600,0.000245826,Uniform
7,3,25600,0.000243314,Uniform
8,3,25600,0.000242996,Uniform
9,3,25600,0.000242677,Uniform
10,3,25600,0.000242915,Uniform
11,3,25600,0.000242663,Uniform
1,3,51200,0.000444523,Uniform
2,3,51200,0.000445196,Uniform
3,3,51200,0.000446422,Uniform
4,3,51200,0.000445716,Uniform
5,3,51200,0.000445099,Uniform
6,3,51200,0.00045209,Uniform
7,3,51200,0.000479861,Uniform
8,3,51200,0.000445709,Uniform
9,3,51200,0.000470155,Uniform
10,3,51200,0.000599436,Uniform
11,3,51200,0.000467861,Uniform
1,3,102400,0.00125023,Uniform
2,3,102400,0.00135535,Uniform
3,3,102400,0.000978364,Uniform
4,3,102400,0.000923463,Uniform
5,3,102400,0.000927308,Uniform
6,3,102400,0.000968641,Uniform
7,3,102400,0.000923858,Uniform
8,3,102400,0.000942509,Uniform
9,3,102400,0.00091995,Uniform
10,3,102400,0.00101411,Uniform
11,3,102400,0.000921784,Uniform
1,3,204800,0.00215299,Uniform
2,3,204800,0.00216368,Uniform
3,3,204800,0.00214767,Uniform
4,3,204800,0.00215687,Uniform
5,3,204800,0.00216541,Uniform
6,3,204800,0.00223994,Uniform
7,3,204800,0.00215484,Uniform
8,3,204800,0.00214731,Uniform
9,3,204800,0.00216521,Uniform
10,3,204800,0.00214343,Uniform
11,3,204800,0.00215312,Uniform
1,3,409600,0.00512626,Uniform
2,3,409600,0.00500568,Uniform
3,3,409600,0.00408995,Uniform
4,3,409600,0.00413036,Uniform
5,3,409600,0.00461987,Uniform
6,3,409600,0.00429591,Uniform
7,3,409600,0.00419993,Uniform
8,3,409600,0.00417027,Uniform
9,3,409600,0.00418192,Uniform
10,3,409600,0.00456593,Uniform
11,3,409600,0.00415708,Uniform
1,3,819200,0.0102505,Uniform
2,3,819200,0.00989336,Uniform
3,3,819200,0.0120553,Uniform
4,3,819200,0.00994303,Uniform
5,3,819200,0.0110224,Uniform
6,3,819200,0.00991167,Uniform
7,3,819200,0.00990286,Uniform
8,3,819200,0.0100338,Uniform
9,3,819200,0.00994368,Uniform
10,3,819200,0.00991069,Uniform
11,3,819200,0.0110917,Uniform
1,3,50,1.12956e-05,Gaussian
2,3,50,1.42374e-05,Gaussian
3,3,50,1.79597e-05,Gaussian
4,3,50,1.81447e-05,Gaussian
5,3,50,3.27255e-05,Gaussian
6,3,50,3.24813e-05,Gaussian
7,3,50,3.79338e-05,Gaussian
8,3,50,3.84414e-05,Gaussian
9,3,50,3.84184e-05,Gaussian
10,3,50,5.15032e-05,Gaussian
11,3,50,5.75954e-05,Gaussian
1,3,100,1.27004e-05,Gaussian
2,3,100,1.63032e-05,Gaussian
3,3,100,1.63187e-05,Gaussian
4,3,100,2.95915e-05,Gaussian
5,3,100,3.12898e-05,Gaussian
6,3,100,2.95612e-05,Gaussian
7,3,100,3.5108e-05,Gaussian
8,3,100,3.53588e-05,Gaussian
9,3,100,3.54839e-05,Gaussian
10,3,100,4.28913e-05,Gaussian
11,3,100,5.09291e-05,Gaussian
1,3,200,1.48209e-05,Gaussian
2,3,200,1.47218e-05,Gaussian
3,3,200,1.47299e-05,Gaussian
4,3,200,2.11922e-05,Gaussian
5,3,200,1.45855e-05,Gaussian
6,3,200,1.45934e-05,Gaussian
7,3,200,2.58791e-05,Gaussian
8,3,200,3.90513e-05,Gaussian
9,3,200,3.90274e-05,Gaussian
10,3,200,4.10191e-05,Gaussian
11,3,200,3.9025e-05,Gaussian
1,3,400,2.65969e-05,Gaussian
2,3,400,2.65385e-05,Gaussian
3,3,400,2.65047e-05,Gaussian
4,3,400,2.65035e-05,Gaussian
5,3,400,2.65112e-05,Gaussian
6,3,400,2.64902e-05,Gaussian
7,3,400,2.64937e-05,Gaussian
8,3,400,2.64956e-05,Gaussian
9,3,400,2.65172e-05,Gaussian
10,3,400,2.64421e-05,Gaussian
11,3,400,2.64966e-05,Gaussian
1,3,800,4.31057e-05,Gaussian
2,3,800,4.29874e-05,Gaussian
3,3,800,4.307e-05,Gaussian
4,3,800,4.31093e-05,Gaussian
5,3,800,4.31525e-05,Gaussian
6,3,800,4.3069e-05,Gaussian
7,3,800,4.30797e-05,Gaussian
8,3,800,4.31584e-05,Gaussian
9,3,800,4.31691e-05,Gaussian
10,3,800,4.31188e-05,Gaussian
11,3,800,4.31676e-05,Gaussian
1,3,1600,8.92515e-05,Gaussian
2,3,1600,8.93823e-05,Gaussian
3,3,1600,8.94323e-05,Gaussian
4,3,1600,9.137e-05,Gaussian
5,3,1600,8.94241e-05,Gaussian
6,3,1600,8.92589e-05,Gaussian
7,3,1600,0.000106479,Gaussian
8,3,1600,8.94073e-05,Gaussian
9,3,1600,8.9605e-05,Gaussian
10,3,1600,8.93628e-05,Gaussian
11,3,1600,8.96884e-05,Gaussian
1,3,3200,0.000200936,Gaussian
2,3,3200,0.000201983,Gaussian
3,3,3200,0.000200181,Gaussian
4,3,3200,0.000201702,Gaussian
5,3,3200,0.000199728,Gaussian
6,3,3200,0.000200305,Gaussian
7,3,3200,0.000201947,Gaussian
8,3,3200,0.000206043,Gaussian
9,3,3200,0.000199965,Gaussian
10,3,3200,0.000202187,Gaussian
11,3,3200,0.000205722,Gaussian
1,3,6400,0.000403396,Gaussian
2,3,6400,0.000402633,Gaussian
3,3,6400,0.000493201,Gaussian
4,3,6400,0.000400173,Gaussian
5,3,6400,0.000399566,Gaussian
6,3,6400,0.000403802,Gaussian
7,3,6400,0.000400072,Gaussian
8,3,6400,0.000404889,Gaussian
9,3,6400,0.000402137,Gaussian
10,3,6400,0.000399085,Gaussian
11,3,6400,0.000405653,Gaussian
1,3,12800,0.000970832,Gaussian
2,3,12800,0.00104603,Gaussian
3,3,12800,0.000990442,Gaussian
4,3,12800,0.000967086,Gaussian
5,3,12800,0.000967098,Gaussian
6,3,12800,0.000973911,Gaussian
7,3,12800,0.000987564,Gaussian
8,3,12800,0.000998632,Gaussian
9,3,12800,0.00109322,Gaussian
10,3,12800,0.000972984,Gaussian
11,3,12800,0.000973131,Gaussian
1,3,25600,0.00155068,Gaussian
2,3,25600,0.00158365,Gaussian
3,3,25600,0.00156296,Gaussian
4,3,25600,0.00165463,Gaussian
5,3,25600,0.00206655,Gaussian
6,3,25600,0.00154007,Gaussian
7,3,25600,0.00161171,Gaussian
8,3,25600,0.00154943,Gaussian
9,3,25600,0.00152346,Gaussian
10,3,25600,0.00153295,Gaussian
11,3,25600,0.00154986,Gaussian
1,3,51200,0.00343029,Gaussian
2,3,51200,0.00342435,Gaussian
3,3,51200,0.00342941,Gaussian
4,3,51200,0.00345804,Gaussian
5,3,51200,0.00682421,Gaussian
6,3,51200,0.0051601,Gaussian
7,3,51200,0.00436582,Gaussian
8,3,51200,0.00440043,Gaussian
9,3,51200,0.00410957,Gaussian
10,3,51200,0.00343034,Gaussian
11,3,51200,0.00341212,Gaussian
1,3,102400,0.00691162,Gaussian
2,3,102400,0.00725205,Gaussian
3,3,102400,0.00807004,Gaussian
4,3,102400,0.0072561,Gaussian
5,3,102400,0.0071381,Gaussian
6,3,102400,0.00707688,Gaussian
7,3,102400,0.00711151,Gaussian
8,3,102400,0.00685108,Gaussian
9,3,102400,0.00684213,Gaussian
10,3,102400,0.00687988,Gaussian
11,3,102400,0.00679618,Gaussian
1,3,204800,0.0119205,Gaussian
2,3,204800,0.0121488,Gaussian
3,3,204800,0.0121506,Gaussian
4,3,204800,0.0122064,Gaussian
5,3,204800,0.0135304,Gaussian
6,3,204800,0.0119318,Gaussian
7,3,204800,0.0122326,Gaussian
8,3,204800,0.0121812,Gaussian
9,3,204800,0.0118141,Gaussian
10,3,204800,0.0120025,Gaussian
11,3,204800,0.0120398,Gaussian
1,3,409600,0.0404006,Gaussian
2,3,409600,0.033168,Gaussian
3,3,409600,0.0320956,Gaussian
4,3,409600,0.0321225,Gaussian
5,3,409600,0.0329454,Gaussian
6,3,409600,0.0333887,Gaussian
7,3,409600,0.0327021,Gaussian
8,3,409600,0.0339285,Gaussian
9,3,409600,0.0319824,Gaussian
10,3,409600,0.0327409,Gaussian
11,3,409600,0.0323781,Gaussian
1,3,819200,0.0605743,Gaussian
2,3,819200,0.0605088,Gaussian
3,3,819200,0.0609398,Gaussian
4,3,819200,0.0609665,Gaussian
5,3,819200,0.0600988,Gaussian
6,3,819200,0.0646239,Gaussian
7,3,819200,0.0621143,Gaussian
8,3,819200,0.0592035,Gaussian
9,3,819200,0.0607836,Gaussian
10,3,819200,0.0593498,Gaussian
11,3,819200,0.0595684,Gaussian
1,4,50,3.95359e-05,Uniform
2,4,50,8.03271e-05,Uniform
3,4,50,7.94168e-05,Uniform
4,4,50,0.00013005,Uniform
5,4,50,0.000141724,Uniform
6,4,50,0.000162556,Uniform
7,4,50,0.000175938,Uniform
8,4,50,0.00019682,Uniform
9,4,50,0.000203794,Uniform
10,4,50,0.0002185,Uniform
11,4,50,0.000217686,Uniform
1,4,100,3.85112e-05,Uniform
2,4,100,5.43507e-05,Uniform
3,4,100,8.77426e-05,Uniform
4,4,100,9.8883e-05,Uniform
5,4,100,9.87547e-05,Uniform
6,4,100,9.79764e-05,Uniform
7,4,100,0.000119509,Uniform
8,4,100,0.000131077,Uniform
9,4,100,0.000140191,Uniform
10,4,100,0.000154109,Uniform
11,4,100,0.000154868,Uniform
1,4,200,2.82241e-05,Uniform
2,4,200,4.69288e-05,Uniform
3,4,200,5.25976e-05,Uniform
4,4,200,6.2119e-05,Uniform
5,4,200,6.77769e-05,Uniform
6,4,200,7.85982e-05,Uniform
7,4,200,8.88516e-05,Uniform
8,4,200,7.93491e-05,Uniform
9,4,200,7.74386e-05,Uniform
10,4,200,0.000114782,Uniform
11,4,200,0.000123836,Uniform
1,4,400,1.33068e-05,Uniform
2,4,400,2.79408e-05,Uniform
3,4,400,5.27993e-05,Uniform
4,4,400,6.8342e-05,Uniform
5,4,400,9.78176e-05,Uniform
6,4,400,0.000111984,Uniform
7,4,400,0.000111157,Uniform
8,4,400,0.000111524,Uniform
9,4,400,0.000111974,Uniform
10,4,400,0.000113846,Uniform
11,4,400,0.000130658,Uniform
1,4,800,1.43583e-05,Uniform
2,4,800,1.44937e-05,Uniform
3,4,800,3.10234e-05,Uniform
4,4,800,6.37741e-05,Uniform
5,4,800,8.76006e-05,Uniform
6,4,800,0.00010281,Uniform
7,4,800,8.77486e-05,Uniform
8,4,800,0.000100628,Uniform
9,4,800,0.000139964,Uniform
10,4,800,0.000138863,Uniform
11,4,800,0.000141412,Uniform
1,4,1600,2.24812e-05,Uniform
2,4,1600,2.23799e-05,Uniform
3,4,1600,2.23683e-05,Uniform
4,4,1600,2.23755e-05,Uniform
5,4,1600,3.927e-05,Uniform
6,4,1600,6.08432e-05,Uniform
7,4,1600,6.08567e-05,Uniform
8,4,1600,0.000111755,Uniform
9,4,1600,0.000118404,Uniform
10,4,1600,0.000111803,Uniform
11,4,1600,0.000163487,Uniform
1,4,3200,3.95802e-05,Uniform
2,4,3200,3.1202e-05,Uniform
3,4,3200,3.11056e-05,Uniform
4,4,3200,3.93798e-05,Uniform
5,4,3200,3.11598e-05,Uniform
6,4,3200,3.10998e-05,Uniform
7,4,3200,3.76773e-05,Uniform
8,4,3200,4.5875e-05,Uniform
9,4,3200,3.12377e-05,Uniform
10,4,3200,0.000101265,Uniform
11,4,3200,7.86173e-05,Uniform
1,4,6400,8.09229e-05,Uniform
2,4,6400,4.51372e-05,Uniform
3,4,6400,4.52573e-05,Uniform
4,4,6400,7.83349e-05,Uniform
5,4,6400,5.74653e-05,Uniform
6,4,6400,5.02382e-05,Uniform
7,4,6400,6.2268e-05,Uniform
8,4,6400,4.77342e-05,Uniform
9,4,6400,5.60654e-05,Uniform
10,4,6400,4.52212e-05,Uniform
11,4,6400,5.58839e-05,Uniform
1,4,12800,0.000119431,Uniform
2,4,12800,8.50601e-05,Uniform
3,4,12800,8.572e-05,Uniform
4,4,12800,8.48049e-05,Uniform
5,4,12800,9.8112e-05,Uniform
6,4,12800,8.45193e-05,Uniform
7,4,12800,9.04638e-05,Uniform
8,4,12800,9.01702e-05,Uniform
9,4,12800,0.000103553,Uniform
10,4,12800,8.45405e-05,Uniform
11,4,12800,0.000157695,Uniform
1,4,25600,0.00015838,Uniform
2,4,25600,0.000159528,Uniform
3,4,25600,0.00021388,Uniform
4,4,25600,0.000181681,Uniform
5,4,25600,0.000164881,Uniform
6,4,25600,0.000153256,Uniform
7,4,25600,0.000174666,Uniform
8,4,25600,0.000152871,Uniform
9,4,25600,0.000157374,Uniform
10,4,25600,0.000152166,Uniform
11,4,25600,0.000152621,Uniform
1,4,51200,0.000447646,Uniform
2,4,51200,0.000461793,Uniform
3,4,51200,0.000467836,Uniform
4,4,51200,0.000473747,Uniform
5,4,51200,0.000450498,Uniform
6,4,51200,0.000435649,Uniform
7,4,51200,0.000435253,Uniform
8,4,51200,0.000438548,Uniform
9,4,51200,0.000434254,Uniform
10,4,51200,0.00043592,Uniform
11,4,51200,0.000437971,Uniform
1,4,102400,0.000583726,Uniform
2,4,102400,0.00059825,Uniform
3,4,102400,0.000655126,Uniform
4,4,102400,0.000615014,Uniform
5,4,102400,0.000639862,Uniform
6,4,102400,0.000600142,Uniform
7,4,102400,0.00060679,Uniform
8,4,102400,0.000577005,Uniform
9,4,102400,0.000588938,Uniform
10,4,102400,0.000579402,Uniform
11,4,102400,0.00057392,Uniform
1,4,204800,0.00109442,Uniform
2,4,204800,0.00109771,Uniform
3,4,204800,0.00109572,Uniform
4,4,204800,0.00110673,Uniform
5,4,204800,0.00113812,Uniform
6,4,204800,0.00110928,Uniform
7,4,204800,0.00109732,Uniform
8,4,204800,0.00109452,Uniform
9,4,204800,0.00110491,Uniform
10,4,204800,0.00109983,Uniform
11,4,204800,0.00119194,Uniform
1,4,409600,0.00260189,Uniform
2,4,409600,0.00284887,Uniform
3,4,409600,0.00257364,Uniform
4,4,409600,0.00258456,Uniform
5,4,409600,0.00259632,Uniform
6,4,409600,0.00258315,Uniform
7,4,409600,0.00372882,Uniform
8,4,409600,0.00269991,Uniform
9,4,409600,0.00257264,Uniform
10,4,409600,0.00263991,Uniform
11,4,409600,0.00257964,Uniform
1,4,819200,0.00498658,Uniform
2,4,819200,0.00528997,Uniform
3,4,819200,0.00500533,Uniform
4,4,819200,0.00499892,Uniform
5,4,819200,0.00498197,Uniform
6,4,819200,0.00515526,Uniform
7,4,819200,0.00544435,Uniform
8,4,819200,0.00747208,Uniform
9,4,819200,0.00498275,Uniform
10,4,819200,0.00545069,Uniform
11,4,819200,0.00499636,Uniform
1,4,50,2.88368e-05,Gaussian
2,4,50,9.20464e-05,Gaussian
3,4,50,0.000107389,Gaussian
4,4,50,0.000107831,Gaussian
5,4,50,0.000121563,Gaussian
6,4,50,0.000131879,Gaussian
7,4,50,0.000148443,Gaussian
8,4,50,0.000148627,Gaussian
9,4,50,0.000151367,Gaussian
10,4,50,0.000161952,Gaussian
11,4,50,0.000178555,Gaussian
1,4,100,3.18215e-05,Gaussian
2,4,100,5.76533e-05,Gaussian
3,4,100,7.6759e-05,Gaussian
4,4,100,0.000102793,Gaussian
5,4,100,0.000109763,Gaussian
6,4,100,0.000109803,Gaussian
7,4,100,0.000126101,Gaussian
8,4,100,0.000148319,Gaussian
9,4,100,0.000148182,Gaussian
10,4,100,0.000174968,Gaussian
11,4,100,0.000165667,Gaussian
1,4,200,3.19507e-05,Gaussian
2,4,200,4.17832e-05,Gaussian
3,4,200,4.18029e-05,Gaussian
4,4,200,4.18416e-05,Gaussian
5,4,200,5.73842e-05,Gaussian
6,4,200,5.74677e-05,Gaussian
7,4,200,5.73639e-05,Gaussian
8,4,200,5.74291e-05,Gaussian
9,4,200,6.30397e-05,Gaussian
10,4,200,7.8836e-05,Gaussian
11,4,200,7.84788e-05,Gaussian
1,4,400,3.10233e-05,Gaussian
2,4,400,5.28433e-05,Gaussian
3,4,400,5.28378e-05,Gaussian
4,4,400,5.28292e-05,Gaussian
5,4,400,5.27769e-05,Gaussian
6,4,400,7.08305e-05,Gaussian
7,4,400,7.69021e-05,Gaussian
8,4,400,7.10297e-05,Gaussian
9,4,400,7.10659e-05,Gaussian
10,4,400,7.09707e-05,Gaussian
11,4,400,7.12111e-05,Gaussian
1,4,800,5.29897e-05,Gaussian
2,4,800,5.33409e-05,Gaussian
3,4,800,5.58932e-05,Gaussian
4,4,800,5.3107e-05,Gaussian
5,4,800,5.30591e-05,Gaussian
6,4,800,5.29728e-05,Gaussian
7,4,800,5.30242e-05,Gaussian
8,4,800,5.29848e-05,Gaussian
9,4,800,5.30268e-05,Gaussian
10,4,800,5.29836e-05,Gaussian
11,4,800,5.29883e-05,Gaussian
1,4,1600,9.05989e-05,Gaussian
2,4,1600,9.05199e-05,Gaussian
3,4,1600,9.0508e-05,Gaussian
4,4,1600,0.000113872,Gaussian
5,4,1600,9.04213e-05,Gaussian
6,4,1600,0.000100859,Gaussian
7,4,1600,9.35152e-05,Gaussian
8,4,1600,0.000117641,Gaussian
9,4,1600,9.05358e-05,Gaussian
10,4,1600,9.04755e-05,Gaussian
11,4,1600,9.07093e-05,Gaussian
1,4,3200,0.000156805,Gaussian
2,4,3200,0.000245398,Gaussian
3,4,3200,0.000157017,Gaussian
4,4,3200,0.000169203,Gaussian
5,4,3200,0.000215935,Gaussian
6,4,3200,0.000173769,Gaussian
7,4,3200,0.000178703,Gaussian
8,4,3200,0.000168814,Gaussian
9,4,3200,0.000208885,Gaussian
10,4,3200,0.000156646,Gaussian
11,4,3200,0.000239825,Gaussian
1,4,6400,0.000426417,Gaussian
2,4,6400,0.00039,Gaussian
3,4,6400,0.000464516,Gaussian
4,4,6400,0.000453884,Gaussian
5,4,6400,0.000456436,Gaussian
6,4,6400,0.000443919,Gaussian
7,4,6400,0.000423477,Gaussian
8,4,6400,0.000471867,Gaussian
9,4,6400,0.000383257,Gaussian
10,4,6400,0.000373725,Gaussian
11,4,6400,0.000379026,Gaussian
1,4,12800,0.000589346,Gaussian
2,4,12800,0.000543723,Gaussian
3,4,12800,0.000617417,Gaussian
4,4,12800,0.000570083,Gaussian
5,4,12800,0.000573349,Gaussian
6,4,12800,0.000569773,Gaussian
7,4,12800,0.000586834,Gaussian
8,4,12800,0.000550114,Gaussian
9,4,12800,0.000593424,Gaussian
10,4,12800,0.000575316,Gaussian
11,4,12800,0.000589215,Gaussian
1,4,25600,0.00134313,Gaussian
2,4,25600,0.00136498,Gaussian
3,4,25600,0.00133253,Gaussian
4,4,25600,0.00134615,Gaussian
5,4,25600,0.00133531,Gaussian
6,4,25600,0.00142615,Gaussian
7,4,25600,0.0013875,Gaussian
8,4,25600,0.00134154,Gaussian
9,4,25600,0.00132409,Gaussian
10,4,25600,0.00131958,Gaussian
11,4,25600,0.00132353,Gaussian
1,4,51200,0.00224655,Gaussian
2,4,51200,0.00225931,Gaussian
3,4,51200,0.00224848,Gaussian
4,4,51200,0.00227404,Gaussian
5,4,51200,0.00225986,Gaussian
6,4,51200,0.00232148,Gaussian
7,4,51200,0.00230977,Gaussian
8,4,51200,0.00336235,Gaussian
9,4,51200,0.00531067,Gaussian
10,4,51200,0.00262816,Gaussian
11,4,51200,0.0027113,Gaussian
1,4,102400,0.00759635,Gaussian
2,4,102400,0.00772922,Gaussian
3,4,102400,0.0072996,Gaussian
4,4,102400,0.00715034,Gaussian
5,4,102400,0.0072819,Gaussian
6,4,102400,0.00711872,Gaussian
7,4,102400,0.00709179,Gaussian
8,4,102400,0.0072208,Gaussian
9,4,102400,0.0076177,Gaussian
10,4,102400,0.00723592,Gaussian
11,4,102400,0.00713619,Gaussian
1,4,204800,0.0128098,Gaussian
2,4,204800,0.0125169,Gaussian
3,4,204800,0.0124556,Gaussian
4,4,204800,0.0125037,Gaussian
5,4,204800,0.0124942,Gaussian
6,4,204800,0.0124623,Gaussian
7,4,204800,0.0124456,Gaussian
8,4,204800,0.012447,Gaussian
9,4,204800,0.012774,Gaussian
10,4,204800,0.0134488,Gaussian
11,4,204800,0.0125586,Gaussian
1,4,409600,0.0311545,Gaussian
2,4,409600,0.0313596,Gaussian
3,4,409600,0.0326138,Gaussian
4,4,409600,0.0326134,Gaussian
5,4,409600,0.0324503,Gaussian
6,4,409600,0.0311728,Gaussian
7,4,409600,0.0330982,Gaussian
8,4,409600,0.0305356,Gaussian
9,4,409600,0.0334048,Gaussian
10,4,409600,0.0358944,Gaussian
11,4,409600,0.030476,Gaussian
1,4,819200,0.0533608,Gaussian
2,4,819200,0.0557977,Gaussian
3,4,819200,0.0539332,Gaussian
4,4,819200,0.0541591,Gaussian
5,4,819200,0.0538112,Gaussian
6,4,819200,0.052707,Gaussian
7,4,819200,0.0534078,Gaussian
8,4,819200,0.054893,Gaussian
9,4,819200,0.0574851,Gaussian
10,4,819200,0.0600762,Gaussian
11,4,819200,0.0537885,Gaussian
